NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY,LAT,LON
Arrowhead Elementary,Newmark Ground Water Contamination,1.6498070661684971,92405,CA,San Bernardino,6071,34.1616,-117.2869
PS 195 WILLIAM HABERLE,Peninsula Boulevard Ground Water Plume,1.6503308614654806,11422,NY,ROSEDALE,36081,40.6527,-73.7352
SEA CLIFF ELEMENTARY SCHOOL,Applied Environmental Services,1.6503637369372153,11579,NY,SEA CLIFF,36059,40.8464,-73.6411
Washington Elementary,Cooper Drum Company,1.6504041682324482,90262,CA,Lynwood,6037,33.9247,-118.1898
Moonachie Campus,Ventron/Velsicol,1.6504510530027547,7074,NJ,Moonachie,34003,40.84446,-74.048245
Robert L. Craig School,Ventron/Velsicol,1.6504510530027547,7074,NJ,MOONACHIE,34003,40.84446,-74.048245
Great Hearts Academies - Veritas Prep,"Motorola, Inc. (52nd Street Plant)",1.6504605715928864,85018,AZ,PHOENIX,4013,33.484177,-111.961503
Delair Elementary School,Franklin Slag Pile (MDC),1.6505039123446912,8110,NJ,DELAIR,34007,39.9753,-75.0543
Rose Park School,Utah Power & Light/American Barrel Co.,1.6511662097430526,84116,UT,SALT LAKE CITY,49035,40.790382,-111.922619
Muhammad Ali School Number 23,"Curcio Scrap Metal, Inc.",1.6511914836230213,7055,NJ,Passaic,34031,40.870167,-74.119436
Frederick High,Fort Detrick Area B Ground Water,1.6512666168350838,21701,MD,Frederick,24021,39.4167,-77.4261
Walnut Street School,Cosden Chemical Coatings Corp.,1.651669945504304,8075,NJ,DELANCO,34005,40.0494,-74.9551
Thurgood Marshall Elementary,Cooper Drum Company,1.6517372984703393,90262,CA,Lynwood,6037,33.933983,-118.203962
Hillcrest Elementary,Fort Detrick Area B Ground Water,1.6519538896714292,21703,MD,Frederick,24021,39.4109,-77.4506
Hilder Pearson Elementary,Naval Undersea Warfare Station (4 Areas),1.652234500955783,98370,WA,Poulsbo,53035,47.7046,-122.654
Columbia Heights Transition Program,Naval Industrial Reserve Ordnance Plant,1.6523687294838114,55421,MN,COLUMBIA HEIGHTS,27003,45.056256,-93.240066
COLUMBIA HEIGHTS SENIOR HIGH,Naval Industrial Reserve Ordnance Plant,1.6523687294838114,55421,MN,COLUMBIA HEIGHTS,27003,45.056256,-93.240066
Anchor,Naval Industrial Reserve Ordnance Plant,1.6523687294838114,55421,MN,COLUMBIA HEIGHTS,27003,45.056256,-93.240066
PINE ELEMENTARY SCHOOL,Omaha Lead,1.6523834526595857,68108,NE,OMAHA,31055,41.24407,-95.92773
Schmucker Middle School,Galen Myers Dump/Drum Salvage,1.6525492637830526,46545,IN,Mishawaka,18141,41.6796,-86.111
PACE CENTER FOR GIRLS,Continental Cleaners,1.652873354517621,33142,FL,MIAMI,12086,25.809414,-80.220152
Adrian Wilcox High,"Advanced Micro Devices, Inc.",1.6528839125845263,95051,CA,Santa Clara,6085,37.366,-121.9868
Roosevelt High,South Minneapolis Residential Soil Contamination,1.6529947239450111,55406,MN,MINNEAPOLIS,27053,44.930256,-93.231481
Roosevelt High - SWS,South Minneapolis Residential Soil Contamination,1.6529947239450111,55406,MN,MINNEAPOLIS,27053,44.930256,-93.231481
Wyoming Intermediate,Spartan Chemical Co.,1.6531543886657507,49509,MI,WYOMING,26081,42.905,-85.6986
Tom Hawkins Elementary,Tracy Defense Depot (USARMY),1.6532820549179899,95377,CA,Tracy,6077,37.705225,-121.418701
ARLINGTON ELEMENTARY SCHOOL,Kerr-McGee Chemical Corp - Jacksonville,1.6532951949560895,32211,FL,JACKSONVILLE,12031,30.33216,-81.602535
Riverside Elementary,Aberdeen Proving Ground (Edgewood Area),1.653298590789144,21085,MD,Joppa,24025,39.4011,-76.338
University Prep - Steele St.,Vasquez Boulevard and I-70,1.6537835544967816,80205,CO,DENVER,8031,39.7689,-104.9494
Wilkinson Gardens Elementary School,Peach Orchard Road PCE Ground Water Plume,1.6538330796430627,30906,GA,Augusta,13245,33.4445,-82.0092
Theuerkauf Elementary,Fairchild Semiconductor Corp. (Mountain View Plant),1.6538356174973845,94043,CA,Mountain View,6085,37.405141,-122.084133
Elizabeth High School - Frank J Cicarell Academy,Chemical Control,1.6542603079902796,7202,NJ,ELIZABETH,34039,40.663386,-74.210264
PS 153 MASPETH ELEMENTARY,Wolff-Alport Chemical Company,1.6542834171597205,11378,NY,MASPETH,36081,40.7164,-73.9039
Shaftsbury Elementary School,Bennington Municipal Sanitary Landfill,1.6542919634922921,5262,VT,Shaftsbury,50003,42.944799,-73.208264
School 10,Fair Lawn Well Field,1.6543650706896476,7524,NJ,PATERSON,34031,40.927363,-74.160773
TERRYVILLE ROAD SCHOOL,"Lawrence Aviation Industries, Inc.",1.6545100451511006,11776,NY,PORT JEFFERSON STA,36103,40.9091,-73.0501
Wayne High School,Powell Road Landfill,1.6545233454264,45424,OH,Huber Heights,39113,39.847231,-84.134536
NORTH GULFPORT ELEMENTARY AND MIDDL,"Chemfax, Inc.",1.654887499735046,39501,MS,Gulfport,28047,30.406939,-89.100346
Mesa Verde Elementary,Riverbank Army Ammunition Plant,1.6550226096727148,95361,CA,Oakdale,6099,37.739021,-120.906787
SECONDARY DAEP,South Cavalcade Street,1.6554850451411562,77020,TX,HOUSTON,48201,29.774948,-95.341474
H I HOLLAND EL AT LISBON,"Lane Plating Works, Inc.",1.655757872686313,75216,TX,DALLAS,48113,32.697566,-96.795615
Ironbound Academy Elementary School,Diamond Alkali Co.,1.655903348002586,7105,NJ,Newark,34013,40.723072,-74.158844
Quest Charter School,Ripon City Landfill,1.65599193729471,54971,WI,Ripon,55039,43.856882,-88.840282
Murray Park Elementary,Ripon City Landfill,1.65599193729471,54971,WI,Ripon,55039,43.856882,-88.840282
Rose Avenue Elementary,Modesto Ground Water Contamination,1.6560924277318827,95355,CA,Modesto,6099,37.6592,-120.9659
Indian Trail Middle School,"Chemical Commodities, Inc.",1.6561378070044923,66062,KS,Olathe,20091,38.8557,-94.7955
John Muir Middle,Wausau Ground Water Contamination,1.656561181746231,54401,WI,Wausau,55073,44.9602,-89.6529
Ellen Ochoa School Number 22,"Curcio Scrap Metal, Inc.",1.657057209076124,7055,NJ,Passaic,34031,40.870324,-74.120013
March Middle,March Air Force Base,1.6573819448610405,92551,CA,Moreno Valley,6065,33.8908,-117.2337
J W LONG EL,Van der Horst USA Corporation,1.6573848877985324,75160,TX,TERRELL,48257,32.758064,-96.274815
Horizonte Instruction & Training Center,Wasatch Chemical Co. (Lot 6),1.6574424590644217,84101,UT,SALT LAKE CITY,49035,40.742516,-111.892164
Valley Center School,Michigan Disposal Service (Cork Street Landfill),1.6579050593588234,49048,MI,KALAMAZOO,26077,42.2783,-85.541
Brielle Elementary School,White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,1.6579437193723996,8730,NJ,BRIELLE,34025,40.1117,-74.0607
DR JACQUELINE PEEK-DAVIS SCHOOL,Wolff-Alport Chemical Company,1.6583052562275165,11233,NY,BROOKLYN,36047,40.672886,-73.919739
RONALD EDMONDS LEARNING CENTER II,Wolff-Alport Chemical Company,1.6583052562275165,11233,NY,BROOKLYN,36047,40.672886,-73.919739
Sycamore Park Elementary,"Culpeper Wood Preservers, Inc.",1.658859907213016,22701,VA,Culpeper,51047,38.4852,-77.9908
HOWITT SCHOOL,Circuitron Corp.,1.6589357056537128,11735,NY,FARMINGDALE,36059,40.7315,-73.4404
The Wallace Wallin School,Army Creek Landfill,1.6589545252657147,19720,DE,New Castle,10003,39.670569,-75.587034
Fairwood Elementary,"Synertek, Inc. (Building 1)",1.6591288982755759,94089,CA,Sunnyvale,6085,37.3964,-121.9901
Ellender Memorial High School,Delta Shipyard,1.6591748600720833,70363,LA,Houma,22109,29.565875,-90.677582
SUNLAND PARK ACADEMY,Wingate Road Municipal Incinerator Dump,1.659511451967017,33311,FL,FORT LAUDERDALE,12011,26.135839,-80.159918
PS 221 NORTH HILLS SCHOOL (THE),Stanton Cleaners Area Ground Water Contamination,1.6596516591280668,11362,NY,LITTLE NECK,36081,40.7586,-73.7314
Nea Community Learning Center,AMCO Chemical,1.659823890481512,94501,CA,Alameda,6001,37.779205,-122.287277
Alameda Community Learning Center,AMCO Chemical,1.659823890481512,94501,CA,Alameda,6001,37.779205,-122.287277
Benjamin Franklin Elementary School,Chemical Insecticide Corp.,1.6601539818408335,8817,NJ,EDISON,34023,40.5055,-74.3806
Elkhart Alternative Education,Main Street Well Field,1.6604939235758618,46516,IN,Elkhart,18039,41.677954,-85.958604
Pomona Preschool,Federal Aviation Administration Technical Center,1.660586595856707,8215,NJ,EGG HARBOR,34001,39.4817,-74.5771
Grandview Elementary School,"Chemsol, Inc.",1.6606484854127326,8854,NJ,PISCATAWAY,34023,40.567,-74.4746
John Marshall Elementary,McCormick & Baxter Creosoting Co.,1.6609748492820657,95206,CA,Stockton,6077,37.924115,-121.303645
Public School Number One,Quanta Resources,1.661341280087247,7093,NJ,WEST NEW YORK,34017,40.7917,-74.0163
Peggy Heller Elementary,Castle Air Force Base (6 Areas),1.6615989343162023,95301,CA,Atwater,6047,37.3706,-120.5938
FLEMING MIDDLE,South Cavalcade Street,1.6618241611413551,77026,TX,HOUSTON,48201,29.79313,-95.320753
Willard Early Learning Center,"Commencement Bay, South Tacoma Channel",1.6618470878507319,98418,WA,Tacoma,53053,47.231651,-122.436421
O. S. Hubbard Elementary,Lorentz Barrel & Drum Co.,1.6618970142845528,95122,CA,San Jose,6085,37.330713,-121.838138
OSCAR HERNANDEZ GUEVARA,Fibers Public Supply Wells,1.6619218273240823,784,PR,GUAYAMA,72057,17.97403,-66.124193
PARKVIEW ES,Tinker Air Force Base (Soldier Creek/Building 3001),1.6621165290305744,73135,OK,Oklahoma City,40109,35.4088,-97.4305
Washington Elementary,Southern Avenue Industrial Area,1.6623788041607535,90262,CA,Lynwood,6037,33.9247,-118.1898
Castle Hills Elementary School,East Basin Road Groundwater,1.6624999219051024,19720,DE,New Castle,10003,39.681271,-75.56764
Wood-Ridge Jr/Sr High School,Scientific Chemical Processing,1.662705239326019,7075,NJ,WOOD  RIDGE,34003,40.848,-74.0804
Children's MN Roseville PHP,MacGillis & Gibbs/Bell Lumber & Pole Co.,1.6627725437123964,55113,MN,ROSEVILLE,27123,45.031391,-93.188249
Fisher,Blackburn and Union Privileges,1.6630430223507666,2081,MA,Walpole,25021,42.161713,-71.242497
NORTHWEST ELEMENTARY SCHOOL,Preferred Plating Corp.,1.6630759094783683,11701,NY,AMITYVILLE,36059,40.691977,-73.427813
Johnson MS,Washington Navy Yard,1.663104428014567,20020,DC,Washington,11001,38.851297,-76.983723
Greenwood Elem School,Outboard Marine Corp.,1.663291800178424,60087,IL,Waukegan,17097,42.386924,-87.835096
Glen Ridge High School,Orange Valley Regional Ground Water Contamination,1.6638246861698436,7028,NJ,GLEN RIDGE,34013,40.7993,-74.2065
PS 87 WILLIAM SHERMAN,Quanta Resources,1.6638269180303198,10024,NY,NEW YORK,36061,40.7819,-73.978
Central Middle School,Continental Steel Corp.,1.6638905433553213,46901,IN,Kokomo,18067,40.485,-86.1279
PS 3 BEDFORD VILLAGE (THE),Gowanus Canal,1.6639998902248423,11216,NY,BROOKLYN,36047,40.6824,-73.9554
Bell Fork Elementary,ABC One Hour Cleaners,1.664618009416442,28540,NC,Jacksonville,37133,34.7533,-77.3922
SCHMIDT ELEMENTARY SCHOOL,Reeves Southeastern Galvanizing Corp.,1.6646639858773413,33510,FL,BRANDON,12057,27.958763,-82.319577
Yorkship Elementary School,"Martin Aaron, Inc.",1.664778844790724,8104,NJ,CAMDEN,34007,39.904695,-75.105104
ODESSA CAREER AND TECHNICAL EARLY COLLEGE H S,Odessa Chromium #1,1.6648157075857921,79764,TX,ODESSA,48135,31.866133,-102.381585
ALIEF MONTESSORI COMMUNITY SCHOOL,Crystal Chemical Co.,1.6648270979936304,77072,TX,HOUSTON,48201,29.712977,-95.590688
Midland School #1,"Curcio Scrap Metal, Inc.",1.6649804578732401,7662,NJ,ROCHELLE PARK,34003,40.9046,-74.0774
Billerica Memorial High School,Iron Horse Park,1.665391059932745,1821,MA,Billerica,25017,42.560325,-71.274523
FALCON HEIGHTS ELEMENTARY,Koppers Coke,1.6654562273041178,55113,MN,FALCON HEIGHTS,27123,44.995907,-93.158938
KIPP Indy Unite Elementary,Keystone Corridor Ground Water Contamination,1.6655611472259066,46218,IN,Indianapolis,18097,39.81148,-86.129141
KIPP Indy College Prep Middle,Keystone Corridor Ground Water Contamination,1.6655611472259066,46218,IN,Indianapolis,18097,39.81148,-86.129141
Ramona Elementary,San Gabriel Valley (Area 3),1.6655707990196014,91803,CA,Alhambra,6037,34.0762,-118.1286
Marshall Elementary,Newmark Ground Water Contamination,1.6657450233448767,92405,CA,San Bernardino,6071,34.1507,-117.2992
MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,South Cavalcade Street,1.6661810356773101,77020,TX,HOUSTON,48201,29.776713,-95.33536
Anna Iandoli Early Learning Center,Fair Lawn Well Field,1.6666920741629587,7504,NJ,Paterson,34031,40.916254,-74.146768
MPS METRO HA,General Mills/Henkel Corp.,1.666762692027062,55413,MN,MINNEAPOLIS,27053,44.994326,-93.256289
Webster Elementary,General Mills/Henkel Corp.,1.666762692027062,55413,MN,MINNEAPOLIS,27053,44.994326,-93.256289
Meehan Elementary School,Parsons Casket Hardware Co.,1.6669486892399614,61008,IL,Belvidere,17007,42.246978,-88.823669
Heritage Elementary School,Colorado Smelter,1.6672129464177996,81004,CO,PUEBLO,8101,38.2561,-104.6376
CUSHING PRE-KINDERGARTEN SCHL,Hudson Refinery,1.6672315220301883,74023,OK,Cushing,40119,35.962037,-96.78546
Sequoyah Elementary School,South Macomb Disposal Authority (Landfills #9 and #9A),1.667330134115913,48042,MI,MACOMB,26099,42.6811,-82.9403
Sharon Hill Sch,Lower Darby Creek Area,1.6673533214719456,19079,PA,Sharon Hill,42045,39.9095,-75.2683
Palm Elementary,San Gabriel Valley (Area 4),1.6673898462072283,91745,CA,Hacienda Heights,6037,34.015,-117.9875
Somerset Middle,Modesto Ground Water Contamination,1.6677184226824089,95350,CA,Modesto,6099,37.6793,-120.9799
REAVES EL,United Creosoting Co.,1.667743724993877,77304,TX,CONROE,48339,30.330871,-95.484613
LAKE MARY HIGH SCHOOL,General Dynamics Longwood,1.6678861781125518,32746,FL,LAKE MARY,12117,28.736651,-81.336695
Grand Rapids University Preparatory Academy,Butterworth #2 Landfill,1.6680002065756774,49503,MI,GRAND RAPIDS,26081,42.95407,-85.667298
J Wilbur Haley Elementary School,Fort Wayne Reduction Dump,1.6680342290464067,46815,IN,Fort Wayne,18003,41.0987,-85.0618
PS 145 ANDREW JACKSON,Meeker Avenue Plume,1.6681224293760433,11206,NY,BROOKLYN,36047,40.7016,-73.9322
Ionia Middle School,"American Anodco, Inc.",1.6688280301928147,48846,MI,IONIA,26067,42.9868,-85.0631
RHODES EL,Bandera Road Ground Water Plume,1.6688398927858887,78240,TX,SAN ANTONIO,48029,29.511355,-98.600676
Wausau Area Virtual Education,Wausau Ground Water Contamination,1.6690363289520764,54403,WI,Wausau,55073,44.953712,-89.621975
Early Childhood Development Center,Welsbach & General Gas Mantle (Camden Radiation),1.6691980534357285,8103,NJ,CAMDEN,34007,39.937581,-75.100787
Sejong Academy Upper School,Koppers Coke,1.6693237674373704,55104,MN,SAINT PAUL,27123,44.957329,-93.179621
Sejong Academy Lower School,Koppers Coke,1.6693237674373704,55104,MN,SAINT PAUL,27123,44.957329,-93.179621
KELLOGG HIGH SCHOOL,Bunker Hill Mining & Metallurgical Complex,1.6693527472067875,83837,ID,KELLOGG,16079,47.551283,-116.128331
Laurel Ledge School,Beacon Heights Landfill,1.6694108353258739,6403,CT,Beacon Falls,9140,41.4472,-73.0603
Coleman F. Brown Elementary,Modesto Ground Water Contamination,1.6700130892697151,95355,CA,Modesto,6099,37.6736,-120.9719
Broad Street El Sch,Navy Ships Parts Control Center,1.6701127638525366,17055,PA,Mechanicsburg,42041,40.2076,-77.017
HARRISON MIDDLE,AT&SF (Albuquerque),1.6703078643365914,87105,NM,ALBUQUERQUE,35001,35.018201,-106.678352
BROOKLYN ACADEMY OF GLOBAL FINANCE (THE),Newtown Creek,1.6704589979192759,11221,NY,BROOKLYN,36047,40.691273,-73.933445
WHITELAW REID ACADEMY OF ARTS AND BUSINESS,Newtown Creek,1.6704589979192759,11221,NY,BROOKLYN,36047,40.691273,-73.933445
BROOKLYN EMERGING LEADERS ACADEMY CHARTER SCHOOL,Newtown Creek,1.6704589979192759,11221,NY,BROOKLYN,36047,40.691273,-73.933445
Prairie View Elementary,City Disposal Corp. Landfill,1.6707679169902685,53575,WI,Oregon,55025,42.93,-89.3812
Dennis B O'Brien Elementary School,Dover Municipal Well 4,1.6708105782631786,7801,NJ,DOVER,34027,40.9097,-74.5454
Amidon-Bowen ES,Washington Navy Yard,1.6709107055237542,20024,DC,Washington,11001,38.879823,-77.018149
Mesa Robles,San Gabriel Valley (Area 4),1.6721207071871294,91745,CA,Hacienda Heights,6037,33.9927,-117.9611
HEMLOCK SCHOOL,Fulton Avenue,1.6726965792614925,11530,NY,GARDEN CITY,36059,40.74,-73.6259
AGANA HEIGHTS ELEMENTARY SCHOOL,Ordot Landfill,1.6727086542129292,96919,GU,AGANA HEIGHTS,66010,13.465045,144.74697
West Elementary School,Spartan Chemical Co.,1.673260074692173,49519,MI,WYOMING,26081,42.895,-85.7111
Bates,Creese & Cook Tannery (Former),1.673275049317204,1970,MA,Salem,25009,42.53448,-70.905809
Ressie Jeffries Elementary,"Avtex Fibers, Inc.",1.6733490731995864,22630,VA,Front Royal,51187,38.9077,-78.1907
Willard Elem School,"Tri-County Landfill Co./Waste Management of Illinois, Inc.",1.673407501476935,60177,IL,South Elgin,17089,41.995273,-88.299518
Lakota West High School,Skinner Landfill,1.6735049540564462,45069,OH,West Chester,39017,39.3303,-84.431
JOSE PABLO MORALES,"Scorpio Recycling, Inc.",1.673513148295277,953,PR,TOA ALTA,72135,18.3908,-66.2488
EPIC Charter (Excellence Performance Innovation Citizenship),Orange County North Basin,1.6737273327821347,92805,CA,Anaheim,6059,33.835374,-117.913275
GodfreyLee Early Childhood Ctr,Chem Central,1.6737379660014922,49509,MI,WYOMING,26081,42.930919,-85.690656
Molly Stark School,Bennington Municipal Sanitary Landfill,1.6737784146890657,5201,VT,Bennington,50003,42.898346,-73.202418
Eastmont Elementary School,Lammers Barrel,1.673948346365143,45432,OH,Dayton,39113,39.7374,-84.1125
JOHN F KENNEDY MIDDLE SCHOOL,Old Bethpage Landfill,1.67394970825798,11714,NY,BETHPAGE,36059,40.7497,-73.4779
CONNOR ACADEMY,Eastern Michaud Flats Contamination,1.6741937534850244,83202,ID,CHUBBUCK,16005,42.914234,-112.494661
ANGELICA GOMEZ DE BETANCOURT,The Battery Recycling Company,1.6752290985354337,614,PR,ARECIBO,72013,18.478877,-66.693648
Aspire Charter Academy,Ninth Avenue Dump,1.6752607582135641,46406,IN,Gary,18089,41.58916,-87.396927
Irving School,Idaho Pole Co.,1.6755599164864996,59715,MT,Bozeman,30031,45.67301,-111.048533
John F. Kennedy Elementary School,JIS Landfill,1.6756574192663671,8831,NJ,JAMESBURG,34023,40.3493,-74.442
Magnolia Elementary,Aberdeen Proving Ground (Edgewood Area),1.6757701535387237,21085,MD,Joppa,24025,39.411,-76.3318
LAWRENCE SENIOR HIGH SCHOOL,Peninsula Boulevard Ground Water Plume,1.675865372964507,11516,NY,CEDARHURST,36059,40.63101,-73.734451
Vandenberg Elementary - 02,Ellsworth Air Force Base,1.6758680953221385,57719,SD,Box Elder,46103,44.13528,-103.067086
Washington Youth Academy,Puget Sound Naval Shipyard Complex,1.6760144987569299,98312,WA,Bremerton,53035,47.55338,-122.681811
Richard Henry Dana Middle,San Gabriel Valley (Area 1),1.6761065296722413,91006,CA,Arcadia,6037,34.12401,-118.02944
EC Sp Ed at Quarryview Ed Center,Waite Park Wells,1.6761877635283846,56387,MN,WAITE PARK,27145,45.539075,-94.227628
Mary F. Janvier School,Franklin Burn,1.6761985980292906,8322,NJ,FRANKLINVILLE,34015,39.6184,-75.0219
Julian & Marjorie Lange School Elementary School,"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",1.6764961470692201,45429,OH,Dayton,39113,39.70528,-84.173491
Jaime Escalante Elementary,Southern Avenue Industrial Area,1.6766719506888776,90201,CA,Cudahy,6037,33.968366,-118.188522
Cambridge Park Elementary School,"Imperial Oil Co., Inc./Champion Chemicals",1.6767493269186682,7747,NJ,Aberdeen,34025,40.401222,-74.223565
KIPP North Star Academy,FMC Corp. (Fridley Plant),1.677405554302925,55430,MN,MINNEAPOLIS,27053,45.046765,-93.307626
KIPP North Star Primary,FMC Corp. (Fridley Plant),1.6775109724569148,55430,MN,MINNEAPOLIS,27053,45.046839,-93.307674
Phoenix Academy,JFD Electronics/Channel Master,1.6776924658844274,27565,NC,Oxford,37077,36.317615,-78.586059
Rancocas Valley Regional High School,Landfill & Development Co.,1.677699398988595,8060,NJ,MOUNT HOLLY,34005,40.0029,-74.7828
Imperial Middle,McColl,1.6779039161966922,90631,CA,La Habra,6059,33.9146,-117.9535
William L Dickinson High School,PJP Landfill,1.6779106984190921,7306,NJ,JERSEY CITY,34017,40.7298,-74.054
Academy of Technology Design,PJP Landfill,1.6779482103942798,7302,NJ,Jersey City,34017,40.7215,-74.0586
PS 150 CHRISTOPHER,Wolff-Alport Chemical Company,1.6780716358373033,11212,NY,BROOKLYN,36047,40.668661,-73.904944
Furness Horace HS,"Martin Aaron, Inc.",1.6780724347290477,19148,PA,Philadelphia,42101,39.9238,-75.1509
Braly Elementary,Monolithic Memories,1.6783667890515999,94086,CA,Sunnyvale,6085,37.3645,-122.0185
Seymour Senior High School,Seymour Recycling Corp.,1.678449538855516,47274,IN,Seymour,18071,38.9563,-85.9061
Ruby Van Meter,Lot 46 Valley Gardens TCE,1.6784716370652883,50312,IA,Des Moines,19153,41.590325,-93.656242
Yadkinville Elementary,Holcomb Creosote Co,1.6785139429858684,27055,NC,Yadkinville,37197,36.1365,-80.6612
Valiente College Preparatory Charter,Jervis B. Webb Co.,1.6785665651589834,90280,CA,South Gate,6037,33.95476,-118.20696
Bryn Mawr Elementary School,Pacific Car & Foundry Co.,1.6786272636606385,98178,WA,Seattle,53033,47.4981,-122.2294
Cradock Middle,Norfolk Naval Shipyard,1.6791356438259837,23702,VA,Portsmouth,51740,36.8047,-76.3161
Roberson High,Blue Ridge Plating Company,1.6792944835491554,28803,NC,Asheville,37021,35.4859,-82.5351
Upper Merion Area HS,Stanley Kessler,1.6795227706778473,19406,PA,King of Prussia,42091,40.097239,-75.381638
NORTH SHORE SENIOR HIGH SCHOOL,"Mattiace Petrochemical Co., Inc.",1.6795614670371204,11545,NY,GLEN HEAD,36059,40.8383,-73.6315
Garfield Public Preschool Annex,Maywood Chemical Co.,1.6796349836614841,7026,NJ,GARFIELD,34003,40.88419,-74.097201
The Connect Charter School,Colorado Smelter,1.679948957827337,81003,CO,PUEBLO,8101,38.2732,-104.6067
CHARLES A MULLIGAN ELEMENTARY SCHOOL,Islip Municipal Sanitary Landfill,1.6801327148292455,11722,NY,CENTRAL ISLIP,36103,40.7947,-73.1923
Legacy Early College,US Finishing/Cone Mills,1.6804251488664974,29611,SC,Greenville,45045,34.859118,-82.426385
Sayreville Middle School,Evor Phillips Leasing,1.6806384244099193,8859,NJ,PARLIN,34023,40.461504,-74.321526
Parkview Elementary,Halaco Engineering Company,1.6806586671399568,93041,CA,Port Hueneme,6111,34.162,-119.1907
Three Oaks Public School Academy,Peerless Plating Co.,1.6807106655777713,49442,MI,MUSKEGON,26121,43.2298,-86.2223
STOLLEY PARK ELEM SCHOOL,Cleburn Street Well,1.6807332433199633,68801,NE,GRAND ISLAND,31079,40.901365,-98.353503
BREWER H S,Air Force Plant #4 (General Dynamics),1.681134431635545,76108,TX,FORT WORTH,48439,32.779583,-97.478971
Buckeye Elementary School,Nease Chemical,1.6811899548950615,44460,OH,Salem,39029,40.9133,-80.8596
Coastal Plains High School,Brunswick Wood Preserving,1.681448696049473,31525,GA,Brunswick,13127,31.241571,-81.499561
PS 149 DANNY KAYE,Wolff-Alport Chemical Company,1.6822840587942456,11207,NY,BROOKLYN,36047,40.6695,-73.8928
Moravia Park Elementary,Kane & Lombard Street Drums,1.682506782834317,21206,MD,Baltimore,24510,39.319744,-76.540748
Mahatma Gandhi School Number 25,"Curcio Scrap Metal, Inc.",1.6827469656619933,7055,NJ,Passaic,34031,40.870038,-74.120335
Marcy Elementary,Southeast Hennepin Area Groundwater and Vapor,1.6828373242321015,55414,MN,MINNEAPOLIS,27053,44.986608,-93.250008
Braly Elementary,"Advanced Micro Devices, Inc. (Building 915)",1.6828635767679259,94086,CA,Sunnyvale,6085,37.3645,-122.0185
Parchment Innovation Center,"Auto Ion Chemicals, Inc.",1.6828863374446719,49004,MI,KALAMAZOO,26077,42.3181,-85.5663
Sandalwood Elementary,Sauer Dump,1.6829392428604322,21221,MD,Baltimore,24005,39.2942,-76.4571
Culpeper County High,"Culpeper Wood Preservers, Inc.",1.6831180994531454,22701,VA,Culpeper,51047,38.4945,-77.9878
Dora Moore ECE-8 School,Denver Radium Site,1.6831774364620788,80218,CO,DENVER,8031,39.73,-104.9734
Seattle Skills Center,Pacific Sound Resources,1.6832612097043014,98124,WA,Seattle,53033,47.580836,-122.330963
Private School Services,Pacific Sound Resources,1.6832612097043014,98124,WA,Seattle,53033,47.580836,-122.330963
Interagency Programs,Pacific Sound Resources,1.6832612097043014,98134,WA,SEATTLE,53033,47.580836,-122.330963
IS 318 EUGENIO MARIA DE HOSTOS,Meeker Avenue Plume,1.683330402419056,11206,NY,BROOKLYN,36047,40.7031,-73.9484
Theodore Roosevelt Elementary,San Fernando Valley (Area 1),1.683483708977863,91505,CA,Burbank,6037,34.166388,-118.344716
Berea Elementary,US Finishing/Cone Mills,1.683760051225298,29617,SC,Greenville,45045,34.88081,-82.456036
Curtis Corner Middle School,Rose Hill Regional Landfill,1.6837711450525057,2879,RI,Wakefield,44009,41.45996,-71.520877
West Side Leadership Academy,Gary Development Landfill,1.683791429947565,46406,IN,Gary,18089,41.593932,-87.408242
Roosevelt Elementary,Jervis B. Webb Co.,1.6839359131675533,90262,CA,Lynwood,6037,33.9346,-118.2005
FOX RUN EL,"Eldorado Chemical Co., Inc.",1.6840641792548243,78247,TX,SAN ANTONIO,48029,29.58768,-98.36786
Cascades Elementary School,Michner Plating - Mechanic Street,1.6854376144807426,49203,MI,JACKSON,26075,42.235719,-84.429498
East Leonard Elementary,"H. Brown Co., Inc.",1.6860340005639982,49503,MI,GRAND RAPIDS,26081,42.983509,-85.659002
Lighthouse Academy  South Campus,Kentwood Landfill,1.686754834102045,49512,MI,GRAND RAPIDS,26081,42.89768,-85.584444
LAKE FOREST ELEMENTARY SCHOOL,Petroleum Products Corp.,1.6868616298829187,33023,FL,PEMBROKE PARK,12011,25.979056,-80.192078
James A. Garfield Elementary School,Little Scioto River,1.686878586676605,43302,OH,Marion,39101,40.5799,-83.1563
LEARNERS AND LEADERS,Meeker Avenue Plume,1.6869947613297374,11385,NY,GLENDALE,36081,40.706925,-73.914938
Passaic Academy for Science and Engineering,Garfield Ground Water Contamination,1.68717792637976,7055,NJ,Passaic,34031,40.856908,-74.132
LifeTech Academy,Adam's Plating,1.6873250712948904,48827,MI,EATON RAPIDS,26045,42.742859,-84.620811
Achieve Virtual Education Academy,Reilly Tar & Chemical Corp. (Indianapolis Plant),1.6874007789755145,46214,IN,Indianapolis,18097,39.73621,-86.249851
Catherine Everett Elementary,Modesto Ground Water Contamination,1.6875238087649045,95350,CA,Modesto,6099,37.6766,-121.0179
