NAME,Site_Name,distance_to_site_miles
Mahatma Gandhi School Number 25,Garfield Ground Water Contamination,0.7332539279138213
Glynn H. Brock Elementary School,Bayou Bonfouca,0.733508310709088
Gateway to College,Midway Landfill,0.7340308313772476
Lincoln Elementary School,Shaw Avenue Dump,0.734165022551924
Parkside School,Murray Smelter,0.7344710004556668
Stewart Elementary School,Bendix Corp./Allied Automotive,0.7344958205856161
Whitney E. Houston Academy,Orange Valley Regional Ground Water Contamination,0.7347028363536549
Essex Campus Academy,Caldwell Trucking Co.,0.7351693780064319
Essex High School,Caldwell Trucking Co.,0.735321103495156
ROSWELL HIGH,McGaffey and Main Groundwater Plume,0.7358341923934881
Whittier High,Omega Chemical Corporation,0.7359123481663583
SCOTT LAKE ELEMENTARY SCHOOL,"Anodyne, Inc.",0.736348539337553
Kings Junior High School,Peters Cartridge Factory,0.7365997859071244
MAURICE SENDAK COMMUNITY SCHOOL (THE),Gowanus Canal,0.7367444419894854
Martin E Young Elementary,Baird & McGuire,0.7368421707885903
Goodrich Elementary,"Moss-American Co., Inc. (Kerr-McGee Oil Co.)",0.7372176070390835
Kalamazoo County Juvenile Home Youth Center School,"Allied Paper, Inc./Portage Creek/Kalamazoo River",0.7376347920749298
Youth Center School,"Allied Paper, Inc./Portage Creek/Kalamazoo River",0.7376347920749298
Riletta Twyne Cream Early Childhood Center,"Martin Aaron, Inc.",0.7388669513505084
Sunnycrest Elementary School,Seattle Municipal Landfill (Kent Highlands),0.739041237396088
West Hill El Sch,Westinghouse Electric Corp. (Sharon Plant),0.739259193527953
BIRTH TO TWO ECSE,MacGillis & Gibbs/Bell Lumber & Pole Co.,0.7394480724536389
ECSE PROGRAM,MacGillis & Gibbs/Bell Lumber & Pole Co.,0.7394480724536389
Speech Program - Sp Ed Program,MacGillis & Gibbs/Bell Lumber & Pole Co.,0.7394480724536389
JACKSON AVENUE SCHOOL,Fulton Avenue,0.7394666197172811
Fairhaven High,New Bedford Site,0.7394748096832959
Greenwood Academy,United Heckathorn Co.,0.7401337812918477
Morton Senior High School,Ninth Avenue Dump,0.7407604305996529
iPrep Academy School No 8,Chemical Control,0.7415293381335395
EMERSON ELEMENTARY SCHOOL,10th Street Site,0.7418121696865688
Indian Head Elementary School,Indian Head Naval Surface Warfare Center,0.742640046234163
Ann Street School,Pierson's Creek,0.7433191017083903
LYON ELEMENTARY,"Solid State Circuits, Inc.",0.7444056565615331
DR L G PINKSTON SR H S,RSR Corp.,0.7447502582628013
Idlehurst Elementary School,Somersworth Sanitary Landfill,0.7448121034215734
DR FREDERICK DOUGLASS TODD SR MIDDLE,"Lane Plating Works, Inc.",0.7450120824023243
Thomas W. Hamilton Primary School,South Weymouth Naval Air Station,0.7454144637929094
Rio Vista Elementary,Pacific Coast Pipe Lines,0.7463221876089162
Merrill Middle School,Railroad Avenue Groundwater Contamination,0.7467470043424629
Youth Center School,"Auto Ion Chemicals, Inc.",0.7475481446081971
Kalamazoo County Juvenile Home Youth Center School,"Auto Ion Chemicals, Inc.",0.7475481446081971
Colby Middle School,Ace Services,0.7476718210517357
KENLY ELEMENTARY SCHOOL,Stauffer Chemical Co (Tampa),0.7485348133264739
Mancelona High School,Tar Lake,0.7485604943679433
Hajjar Elementary,Iron Horse Park,0.7486027348766454
Renaissance Arts Academy,San Fernando Valley (Area 4),0.7486038517766572
Academy for Mathematics Science and Engineering,Dover Municipal Well 4,0.7489094792967792
Westwood Elementary,Better Brite Plating Chrome & Zinc Shops,0.748959780545412
Central Bucks HS-West,Chem-Fab,0.749581021637942
Billings Sr High School,Billings PCE,0.7496220477888632
MARIA LIBERTAD GOMEZ,"Papelera Puertorriquena, Inc.",0.7505997518666635
Boston Community Leadership Academy,Lower Neponset River,0.7511648127345456
New Mission High School,Lower Neponset River,0.7511648127345456
Sunset Lane Elementary,McColl,0.7512283404519883
BRIGIDA ALVAREZ RODRIGUEZ,Vega Baja Solid Waste Disposal,0.7521206819941902
Hermitage Elementary,Naval Amphibious Base Little Creek,0.7524269988637939
JW Sexton High School,Adam's Plating,0.7532003867952768
BROOKLYN TECHNICAL HIGH SCHOOL,Gowanus Canal,0.753531796465049
Ledge Street School,Mohawk Tannery,0.7535329781689252
John F Kennedy Middle School,Wells G&H,0.7535373680826953
Morris Hills High School,Dover Municipal Well 4,0.7536300711003752
ENCORE Academy,Agriculture Street Landfill,0.7540162113082687
RIVERSIDE ELEMENTARY,Burlington Northern (Brainerd/Baxter Plant),0.7540939307402243
Gilpin Manor Elementary,Dwyer Property Ground Water Plume,0.7545037763792105
SIEMBRA LEADERSHIP HIGH SCHOOL,Fruit Avenue Plume,0.754663913276265
East High School,Waterloo Coal Gasification Plant,0.7548527890230058
E M Crouthamel El Sch,North Penn - Area 1,0.7549786971433748
GCCS EARLY COLLEGE HIGH SCHOOL,Grants Chlorinated Solvents Plume,0.7550043889183792
LONGFELLOW ELEMENTARY SCHOOL,Hastings Ground Water Contamination,0.7552073653502244
YES PREP - WEST,Crystal Chemical Co.,0.7552220650546068
Renaissance Alternative High School,Puget Sound Naval Shipyard Complex,0.7558600833936947
Baldwin (Julia) Elementary,Fairchild Semiconductor Corp. (South San Jose Plant),0.7566074989986394
Bracher Elementary,"Synertek, Inc. (Building 1)",0.7570324748126451
Challenger Elementary,Kentwood Landfill,0.757355941449898
Doris Stahl Junior High,Hidden Valley Landfill (Thun Field),0.7576088663220815
Advanced Career Education Center at Hermitage,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.75884909136579
Hermitage High,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.75884909136579
Delaware County Technical High School - Folcroft,Lower Darby Creek Area,0.759077825590114
JOHN ERICSSON MIDDLE SCHOOL 126,Meeker Avenue Plume,0.7591362316054808
NORTHSIDE CHARTER HIGH SCHOOL,Meeker Avenue Plume,0.7591362316054808
LEW WALLACE ELEMENTARY,Fruit Avenue Plume,0.7601817248061705
Mason City Virtual Academy,Mason City Coal Gasification Plant,0.7603262433763481
STOKES BEARD ELEMENTARY SCHOOL,Kerr-McGee Chemical Corp - Columbus,0.7607364074754693
Elliott Street Elementary School,Riverside Industrial Park,0.7613338021797067
Carrie Knause Early Childhood Learning Center,Velsicol Chemical Corp.(Michigan),0.7613736402778686
Algonkian Elementary,Hidden Lane Landfill,0.7615108494211097
Helix Legal Academy,Capitol Lakes,0.76156241376698
Helix Mentorship STEAM Academy,Capitol Lakes,0.76156241376698
Adrian Wilcox High,Intel Magnetics,0.7617431406662026
BURLESON EL,Odessa Chromium #1,0.7622429057106852
Wm Nashold Early Childhood Center,Southeast Rockford Ground Water Contamination,0.7625529505751398
Elkhart Area Career Center,Himco Dump,0.762898980964544
LAKEVILLE ELEMENTARY SCHOOL,Stanton Cleaners Area Ground Water Contamination,0.7629633333462331
Cradock Middle,St. Juliens Creek Annex (U.S. Navy),0.7635937165123602
DILLARD ELEMENTARY SCHOOL,Wingate Road Municipal Incinerator Dump,0.7639745894605403
RICHWOODS ELEM.,Washington County Lead District - Richwoods,0.7645240634265631
Rupert El Sch,Occidental Chemical Corp./Firestone Tire & Rubber Co.,0.7645747750390074
ESD 113 Consortium Reengagement Program,Palermo Well Field Ground Water Contamination,0.7645870476579479
El Carmelo Elementary,Hewlett-Packard (620-640 Page Mill Road),0.7646942920997217
Riverbank Charter School of Excellence,Roebling Steel Co.,0.7647980063735517
North Elem School,Velsicol Chemical Corp. (Marshall Plant),0.764844879850722
NORTHPORT ELEMENTARY,Joslyn Manufacturing & Supply Co.,0.7652502626838119
David Mindess,Nyanza Chemical Waste Dump,0.7656958996301001
Bryson Avenue Elementary,Cooper Drum Company,0.7658989687079801
Heritage Valley Independent Study,Pacific Coast Pipe Lines,0.7664392936022297
Morgan Village Middle School,Welsbach & General Gas Mantle (Camden Radiation),0.7665831568050324
WHEATLEY H S,"Many Diversified Interests, Inc.",0.7670344972785799
Riletta Twyne Cream Early Childhood Center,Welsbach & General Gas Mantle (Camden Radiation),0.7673318948297805
Portsmouth Middle School,Newport Naval Education/Training Center,0.7674071841929723
Morningside Community School,GE - Housatonic River,0.7678249289789865
Milwood Magnet School,Michigan Disposal Service (Cork Street Landfill),0.768080694074413
Southeast Elementary School,Cherokee Zinc - Weir Smelter,0.7681568050618802
Bunker Elementary,Kaydon Corp.,0.7683503225903776
Bracher Elementary,Applied Materials,0.768426834467922
Clearview Elem School,Yeoman Creek Landfill,0.7687299043769686
SECONDARY DAEP,"Many Diversified Interests, Inc.",0.7688053564398822
Greenwood Elementary School,Michigan Disposal Service (Cork Street Landfill),0.7692150933412336
Leman Middle School,Kerr-McGee (Kress Creek/West Branch of DuPage River),0.7692619382051575
JEFFERSON ELEMENTARY SCHOOL,Iowa-Nebraska Light & Power Co,0.7695365612622483
Upper Moreland MS,Raymark,0.7696757629051469
CAROLINE STREET ELEMENTARY SCHOOL,Niagara Mohawk Power Corp. (Saratoga Spings Plant),0.7696827140161373
Lyncrest Elementary School,Fair Lawn Well Field,0.7696937185802256
Kennedy Academy,Beck's Lake,0.7697081669807515
Woodrow Wilson School  #5,Garfield Ground Water Contamination,0.7700309550882861
BROOKLYN COLLABORATIVE STUDIES,Gowanus Canal,0.7706102768831795
BROOKLYN NEW SCHOOL-PS 146 (THE),Gowanus Canal,0.7706102768831795
Radley Elementary School,East Helena Site,0.7719112192025873
Northside El Sch,Navy Ships Parts Control Center,0.7720472339663254
Henry B. Wilson Family School,"Martin Aaron, Inc.",0.7721864147004405
Garfield High School,"Curcio Scrap Metal, Inc.",0.7722813910805039
FALKENBURG ROAD JAIL,Peak Oil Co./Bay Drum Co.,0.7725483358701364
William Henry Middle School,Dover Gas Light Co.,0.7732819445235987
Kent County Community School,Dover Gas Light Co.,0.7732819445235987
HATTIESBURG HIGH SCHOOL,Hercules Inc,0.7735826544019613
Midway Star Academy,Koppers Coke,0.7735834849993785
Mary Kay McNeill ELC,H.O.D. Landfill,0.7736935631575474
Technology High School,Riverside Industrial Park,0.7738886828718691
Catawba Heights Elementary,North Belmont PCE,0.7739143864910336
Patton J. Hill Elementary School,Historic Potteries,0.7747168317528494
Lincoln School,Quanta Resources,0.7757254514923453
Minerva High School,"TRW, Inc. (Minerva Plant)",0.7766424509765338
Seward Elementary,South Minneapolis Residential Soil Contamination,0.7771449078087507
REPUBLIC MIDDLE,"Solid State Circuits, Inc.",0.7779915511084454
MCKEEL ACADEMY OF TECHNOLOGY,Landia Chemical Company,0.7786610674115556
Parmenter,BJAT LLC,0.7788856609266793
NORTH DADE MIDDLE SCHOOL,"Anodyne, Inc.",0.779418143328055
NORTH DADE CENTER FOR MODERN LANGUAGES,"Anodyne, Inc.",0.779418143328055
Hazelton Elementary,McCormick & Baxter Creosoting Co.,0.7798134658221245
Adams County Technical Institute,Hunterstown Road,0.779992217322767
Ivanhoe Elementary,San Fernando Valley (Area 4),0.7800580686558187
Slidell High School,Bayou Bonfouca,0.7802983674752343
HOLLEY JUNIOR SENIOR HIGH SCHOOL,Diaz Chemical Corporation,0.7809381175551516
Whitehall Senior High School,Muskegon Chemical Co.,0.781074105342816
Hillside Learning Center,Rockwell International Corp. (Allegan Plant),0.7814325523843889
Berlin Elementary School,Chlor-Alkali Facility (Former),0.7814896726394231
QUEST COLLEGIATE ACADEMY - JASPER,Hart Creosoting Company,0.7820599902386677
STRATFORD AVENUE SCHOOL,Fulton Avenue,0.7822976347919601
Edmunds Middle School,Pine Street Canal,0.7825649823588664
Troy Junior High School,East Troy Contaminated Aquifer,0.7828310002971154
LYNN MIDDLE,Griggs & Walnut Ground Water Plume,0.7829127867895821
CONSELYEA PREPARATORY SCHOOL,Newtown Creek,0.7833316999768788
PS 132 CONSELYEA SCHOOL (THE),Newtown Creek,0.7833316999768788
Kyle Elementary School,West Troy Contaminated Aquifer,0.7834855518700766
Roosevelt Elementary School,Mason City Coal Gasification Plant,0.7836370328384685
New Foundations CS,Metal Banks,0.7839668439168865
Robert Elliott Alternative Education Center,Modesto Ground Water Contamination,0.7841000586173894
Bright Elem School,Acme Steel Coke Plant,0.7848050466684244
Highlands Elementary School,Pacific Car & Foundry Co.,0.7854944004496051
PASADENA H S,US Oil Recovery,0.7861093078639433
CHARLES A MULLIGAN ELEMENTARY SCHOOL,"MacKenzie Chemical Works, Inc.",0.7867601210337195
Delcroft Sch,Lower Darby Creek Area,0.7868975894174367
MTS PEASE ACADEMY,General Mills/Henkel Corp.,0.7870929050266513
Parkview Elementary School,Spartan Chemical Co.,0.787307609970235
Indiana School For The Deaf,Keystone Corridor Ground Water Contamination,0.7875630116524981
BELLEVUE EAST SR HIGH SCHOOL,PCE - Carriage Cleaners,0.7875777380113087
Garfield High School,Garfield Ground Water Contamination,0.7879147340286441
Early Learning Center at Francis M. Day,Broderick Wood Products,0.787925323822675
Godwin Heights Senior High School,Chem Central,0.7885404101536956
Highlands SHS,Lindane Dump,0.7886531693804788
River Valley Technical Center,Old Springfield Landfill,0.7888421469884704
Barnes Learning Center (Alc),Big John Salvage - Hoult Road,0.788980505774377
ESCAMBIA VIRTUAL ACADEMY FRANCHISE,Escambia Wood - Pensacola,0.7892015858952798
ESCAMBIA VIRTUAL INSTRUCTION PROGRAM,Escambia Wood - Pensacola,0.7892015858952798
ESCAMBIA SCH. DIST. JAIL PROG.,Escambia Wood - Pensacola,0.7892015858952798
HOSPITAL & HOMEBOUND,Escambia Wood - Pensacola,0.7892015858952798
TAP PK BABIES,Escambia Wood - Pensacola,0.7892015858952798
COUNTY ADMINISTRATIVE ANNEX,Escambia Wood - Pensacola,0.7892015858952798
ESCAMBIA VIRTUAL INSTRUCTIONAL PROGRAM (DISTRICT PROVIDED),Escambia Wood - Pensacola,0.7892015858952798
Crestwood Middle School,Kentwood Landfill,0.7892899806284256
LYONS COMMUNITY SCHOOL,Newtown Creek,0.7897644696127204
BROOKLYN LATIN SCHOOL (THE),Newtown Creek,0.7897644696127204
WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY (THE),Newtown Creek,0.7897644696127204
ISANA Octavia Academy,San Fernando Valley (Area 4),0.7897863631995546
Upper Moreland El Sch,Fischer & Porter Co.,0.7900088297324825
Andersen Middle,South Minneapolis Residential Soil Contamination,0.7900260028592924
ROCK ISLAND ELEMENTARY SCHOOL,Wingate Road Municipal Incinerator Dump,0.790493498089817
Tommie F. Brown Academy,Southside Chattanooga Lead,0.7912175116263067
Mark Keppel Elementary,San Fernando Valley (Area 2),0.7912287704284219
TISD CHILD & ADOLESCENT SCHOOL,Van der Horst USA Corporation,0.7912732824748736
West Broad Street El Sch,North Penn - Area 1,0.7924845661906533
COLBERT ELEMENTARY SCHOOL,Petroleum Products Corp.,0.7935967599937083
Northern Middle,Central Chemical (Hagerstown),0.793742663913539
J. T. Reddick Elementary School,Marzone Inc./Chevron Chemical Co.,0.7938672825832043
Weed Elementary,J.H. Baxter & Co.,0.7942786769954079
Saco Middle School,Saco Municipal Landfill,0.7946639739136911
Yerba Buena High,Lorentz Barrel & Drum Co.,0.7947647472430789
Art Haycox Elementary,Halaco Engineering Company,0.7957743857142631
Fairhaven High,Atlas Tack Corp.,0.7959267193410533
EARLY CHILDHOOD CENTER AT EDUCARE - KELLOM,Omaha Lead,0.7965205196587001
William F. Halloran School No.22,Chemical Control,0.7965488453340603
Hawthorne School,Wasatch Chemical Co. (Lot 6),0.7966907210998874
Burbank Unified Independent Learning Academy (BUILA),San Fernando Valley (Area 1),0.7971907173159477
Watchung Elementary School,Middlesex Sampling Plant (USDOE),0.7976768060753977
FRANCIS HOWELL HIGH,Weldon Spring Former Army Ordnance Works,0.7981240763240035
Washington,Silresim Chemical Corp.,0.79891466805142
Hazelwood Elementary School,Quendall Terminals,0.7989675983031069
Parkview  School,Fried Industries,0.7990007728974627
School of Leaders for PS Secondary,Koppers Coke,0.799008671922219
Irrawaddy Academy Elementary,Koppers Coke,0.799008671922219
Iola High School Virtual,Former United Zinc & Associated Smelters,0.799284627175404
Iola Sr High,Former United Zinc & Associated Smelters,0.799284627175404
Special Services,Puget Sound Naval Shipyard Complex,0.7992936965007171
Child Family Center,Nascolite Corp.,0.799309344083508
Washington School,Utah Power & Light/American Barrel Co.,0.79952241873936
Katharine D Malone Elementary School,"Radiation Technology, Inc.",0.7998711960227904
Frank Brouillet Elem,Hidden Valley Landfill (Thun Field),0.7999517352791823
Hillcrest High,"Para-Chem Southern, Inc.",0.8004116393937458
Garfield Public Preschool 3 at Headstart,Garfield Ground Water Contamination,0.8006702556757191
Orangedale Early Learning Center,"Motorola, Inc. (52nd Street Plant)",0.8006959261759065
ABQ SIGN LANGUAGE ACADEMY,Fruit Avenue Plume,0.8008709718429132
COHEN MIDDLE SCHOOL,"Facet Enterprises, Inc.",0.801151757188816
Audubon Elementary School,Peoples Natural Gas Co.,0.8015674141622324
Shuksan Middle School,Oeser Co,0.8018212590039631
Harmon Elementary School,Ten-Mile Drain,0.8024137512036115
Lincoln Middle School,Riverside Industrial Park,0.8027035906074854
Martin Luther King Jr Elementary,FMC Corp. (Yakima),0.8032519954370759
Rocketship Alma Academy,Lorentz Barrel & Drum Co.,0.8033346662199781
Collierville Virtual Academy,"Walker Machine Products, Inc.",0.8033868733274278
Grant Elementary,Wausau Ground Water Contamination,0.8039909455267352
BEL AIRE ELEMENTARY SCHOOL,"Chemfax, Inc.",0.8045003735394849
Lincoln School,Jacobsville Neighborhood Soil Contamination,0.8045873323074803
PS 94 DAVID D PORTER,Stanton Cleaners Area Ground Water Contamination,0.8054579502515343
COLLEGE PARK MIDDLE,Chevron Chemical Co. (Ortho Division),0.8056580957860419
Lehua Elementary School,Pearl Harbor Naval Complex,0.8064329720676169
Aspire Gateway Academy Charter,Southern Avenue Industrial Area,0.8070154452472755
Aspire Firestone Academy Charter,Southern Avenue Industrial Area,0.8070154452472755
BEL AIR ELEMENTARY,MacGillis & Gibbs/Bell Lumber & Pole Co.,0.8070708200904206
Rousseau McClellan School 91,Keystone Corridor Ground Water Contamination,0.8073470968930253
KIPP CLIMB ACADEMY,Geneva Industries/Fuhrmann Energy,0.807685596186
KIPP PRIME COLLEGE PREPARATORY,Geneva Industries/Fuhrmann Energy,0.807685596186
Washington Elementary,Fairfield Coal Gasification Plant,0.8077139265601303
Edmunds Elementary School,Pine Street Canal,0.80773244381474
Elkhart High School,Himco Dump,0.8080211497519422
COHEN ELEMENTARY SCHOOL,"Facet Enterprises, Inc.",0.8080252299852297
Edison Middle School,Orange Valley Regional Ground Water Contamination,0.808153091307433
Theuerkauf Elementary,"CTS Printex, Inc.",0.8084413979126461
Monta Loma Elementary,"CTS Printex, Inc.",0.8094696939119111
KIPP Sunshine Peak Academy,Denver Radium Site,0.8096382645683108
Lakewood Elementary,"Advanced Micro Devices, Inc. (Building 915)",0.8096562906901161
NORTH CENTRAL FLORIDA PUBLIC CHARTER SCHOOL,Cabot/Koppers,0.8096943289001667
ROSABELLE W. BLAKE ACADEMY,Landia Chemical Company,0.8097236099337402
Ridgeline High School,Greenacres Landfill,0.8107246657694471
Christopher Columbus School No. 15,Chemical Control,0.8110467080974528
Hastings Middle,Atlas Tack Corp.,0.8116212931582868
Campus Community School,Dover Gas Light Co.,0.8121898978580121
JANE PHILLIPS ES,National Zinc Corp.,0.8126019328653258
GLOBAL LEARNING ACADEMY,American Creosote Works (Pensacola Plant),0.8127159857614489
Roosevelt School,Garfield Ground Water Contamination,0.8129455321492178
VALLEY VIEW ELEMENTARY,McGaffey and Main Groundwater Plume,0.8146534738404949
WASHINGTON ELEMENTARY MAGNET SCHOOL,"Trans Circuits, Inc.",0.8147597021410858
SOLVAY ELEMENTARY SCHOOL,Onondaga Lake,0.8153012676146898
Cookson Elementary School,East Troy Contaminated Aquifer,0.8159849855311131
Patricia Beatty Elementary,Alark Hard Chrome,0.8162485380978118
JHS 162 WILLOUGHBY (THE),Newtown Creek,0.8165669590709189
OGDEN ELEMENTARY SCHOOL,Peninsula Boulevard Ground Water Plume,0.8166208392670339
Central Middle School,Kokomo Contaminated Ground Water Plume,0.8166639681325695
Leadership Public Schools: Richmond,United Heckathorn Co.,0.8170705684104763
Le Mars High School,Highway 3 PCE,0.8170772705091005
Serrano Elementary,March Air Force Base,0.8172241419198688
NIAGARA FALLS HIGH SCHOOL,Forest Glen Mobile Home Subdivision,0.8175682563964072
Parkland HS,Novak Sanitary Landfill,0.8177856465345984
Johnnie L. Cochran Jr. Academy,U.S. Radium Corp.,0.8179032508734285
Elizabeth Carter Brooks,Sullivan's Ledge,0.8179518198314535
Early Learning Center,Yeoman Creek Landfill,0.8183718482820916
KIPP Denver Collegiate High School,Denver Radium Site,0.8196586468380196
Denver Online,Denver Radium Site,0.8196586468380196
Mathematics and Science Leadership Academy,Denver Radium Site,0.8196586468380196
PS 299 THOMAS WARREN FIELD SCHOOL,Wolff-Alport Chemical Company,0.8198657069955235
Raisbeck Aviation High School,Lower Duwamish Waterway,0.8199637348620347
Jefferson School,Ionia City Landfill,0.8199853316564278
Michael Anderson,Phoenix-Goodyear Airport Area,0.8202501663338717
Kent County Secondary ILC,Dover Gas Light Co.,0.8203598463204085
SCPS EARLY LEARNING CENTER,Sanford Dry Cleaners,0.820695497678853
Godwin Heights Learning Center,Chem Central,0.8209206264980528
EARL L VANDERMEULEN HIGH SCHOOL,"Lawrence Aviation Industries, Inc.",0.8209922232818555
Sespe,Pacific Coast Pipe Lines,0.8213101608216136
Thomas Willett Elementary School,Walton & Lonsbury Inc.,0.8214407697909061
Central Louisiana Supports and Services Center,Capitol Lakes,0.8216832707049219
Woodland Intermediate School,Middlesex Sampling Plant (USDOE),0.8219058290590616
Von E. Mauger Middle School,Middlesex Sampling Plant (USDOE),0.8219058290590616
Walnut Creek Campus,Railroad Avenue Groundwater Contamination,0.8220168447883357
Sgt Wm H Carney Academy,New Bedford Site,0.8221549424833313
Four Rivers Career Center,Sporlan Valve Plant #1,0.822287019631077
LINO PADRO RIVERA,Vega Baja Solid Waste Disposal,0.8228310198391379
Parker Elementary School,Middlesex Sampling Plant (USDOE),0.8228958475555416
STEVENSON MIDDLE,Geneva Industries/Fuhrmann Energy,0.8230544170503844
EVIT - Coronado High School,Indian Bend Wash Area,0.8236790911707654
Girls Athletic Leadership School High School,Denver Radium Site,0.823696717311089
Girls Athletic Leadership School Middle School,Denver Radium Site,0.823696717311089
NORWOOD AVENUE SCHOOL,"Lawrence Aviation Industries, Inc.",0.8237782399792604
Options for Youth San Gabriel,San Gabriel Valley (Area 3),0.8241095603892656
Anderson Crawford Elementary,Eielson Air Force Base,0.824556973041966
Erial Elementary School,GEMS Landfill,0.8246398166814302
One City Elementary School,Madison Metropolitan Sewerage District Lagoons,0.8248492747473787
One City Preparatory Academy,Madison Metropolitan Sewerage District Lagoons,0.8248492747473787
Alderwood Elementary School,Oeser Co,0.8250616695703342
Adak School,Adak Naval Air Station,0.8251555301042212
Academy Of the Pacific Rim Charter Public School,Lower Neponset River,0.8254019505800313
WELLSVILLE SECONDARY SCHOOL,Sinclair Refinery,0.825533947785579
Sutter Elementary,Intersil Inc./Siemens Components,0.8256246353887385
JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY,Miami Drum Services,0.8258798014493184
CPSD Open Doors Program,Lakewood,0.8275032040964359
Gravelly Lake K-12 Academy,Lakewood,0.8275032040964359
Eugene M Nikkari Elementary,Gratiot County Landfill,0.8285004956453895
BELLEAIRE ELEMENTARY SCHOOL,PCE - Carriage Cleaners,0.8288528552806527
ESU 3 HEAD START - BELLEAIRE,PCE - Carriage Cleaners,0.8288528552806527
Springfield High School,Old Springfield Landfill,0.8292663955431694
INLET GROVE COMMUNITY HIGH SCHOOL,"Trans Circuits, Inc.",0.8294095407449423
Jefferson Elementary,Brewer Gold Mine,0.8294910483070034
MATTHEW W. GILBERT MIDDLE SCHOOL,Kerr-McGee Chemical Corp - Jacksonville,0.8303856451536495
Kirby's Mill Elementary School,Ellis Property,0.830455612902986
AQUILA ELEMENTARY,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.8311939607934454
Beardsley Elementary School,Main Street Well Field,0.8312308477789778
St. Helena Elementary,Norfolk Naval Shipyard,0.8316047111297483
Uintah School,700 South 1600 East PCE Plume,0.8322394347726628
Theodore Roosevelt School No. 10,Garfield Ground Water Contamination,0.8327555597515167
SULLIVAN ELEMENTARY,South Minneapolis Residential Soil Contamination,0.832819697988594
Anishinabe Academy Elementary,South Minneapolis Residential Soil Contamination,0.832819697988594
Charles N Scott Middle School,MIDCO I,0.8332194421191776
Alpha: Cornerstone Academy Preparatory,Lorentz Barrel & Drum Co.,0.8336556404419171
Lincoln Elementary School,Chemical Insecticide Corp.,0.8342300945861496
PORT JEFFERSON MIDDLE SCHOOL,"Lawrence Aviation Industries, Inc.",0.8350145815930897
Bell Gardens Elementary,Jervis B. Webb Co.,0.8351005361488932
SANTO FORTE J H,Sandy Beach Road Ground Water Plume,0.8354005176354506
West De Pere Intermediate School,Better Brite Plating Chrome & Zinc Shops,0.835549456932868
WESTSIDE ELEMENTARY SCHOOL,Iowa-Nebraska Light & Power Co,0.835984769810578
PS 110 MONITOR (THE),Newtown Creek,0.8360115036090666
Claremont School,Kane & Lombard Street Drums,0.8360517530089809
PS 321 WILLIAM PENN,Gowanus Canal,0.8365533669328804
AGAPITO ROSARIO ROSARIO,Vega Baja Solid Waste Disposal,0.8365601943258137
Dwight D. Eisenhower Elementary,Intersil Inc./Siemens Components,0.837705673536003
Lafayette Early Childhood Center,Beck's Lake,0.837921846031725
Allendale,GE - Housatonic River,0.8381032084474516
Cradock Technical & Career Center,St. Juliens Creek Annex (U.S. Navy),0.8381516484769953
OLD BETHPAGE SCHOOL,Old Bethpage Landfill,0.8387646299421195
Forrest Edwin Sch,Metal Banks,0.8390220456473773
J. Harley Bonds Career Center,Elmore Waste Disposal,0.84006980076043
Washington Irving Mid Sch Math Music and Engr Magnet,San Fernando Valley (Area 4),0.8411865814101205
Harrison High School,Diamond Head Oil Refinery Div.,0.8417017375688263
Avona El Sch,Industrial Lane,0.8420044379358432
Whaling City Junior/Senior High School,New Bedford Site,0.8422180631645491
Elder Creek Elementary,Sacramento Army Depot,0.8422407826631348
Grandview Elementary School,Unimatic Manufacturing Corporation,0.842591732325538
Eugene M Nikkari Elementary,Velsicol Chemical Corp.(Michigan),0.8426239216884343
Dumbarton Elementary,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.8434880828721875
RIVERDALE COUNTRY DAY SCHOOL,Harris Corp. (Palm Bay Plant),0.8436988360657949
Lincoln Intermediate,Mason City Coal Gasification Plant,0.8437371421299612
Kratt Elementary,Industrial Waste Processing,0.8438338694815942
Edison Academy,"Auto Ion Chemicals, Inc.",0.8441293669525453
J. Christian Bollwage Finance Academy,Chemical Control,0.8444020498321599
Davisville Middle School,Davisville Naval Construction Battalion Center,0.8448282447903913
Community School For Apprenticeship Learning,Capitol Lakes,0.8456450467606029
Fairfield Middle School,Fairfield Coal Gasification Plant,0.845673922827672
Central Haywood High,"Benfield Industries, Inc.",0.8459356896508691
Glyndale Elementary School,Brunswick Wood Preserving,0.8466602200910767
PS 88 SENECA,Wolff-Alport Chemical Company,0.8470345226921946
Wilson Area Intermediate Sch,Industrial Lane,0.8473877028812364
Pittsfield High,GE - Housatonic River,0.8477948813467664
North Park Elementary,Newmark Ground Water Contamination,0.8488563800844372
Sonia Sotomayor School No 25,Chemical Control,0.8490062870635326
PS 116 ELIZABETH L FARRELL,Wolff-Alport Chemical Company,0.8490811100881737
DC Department of Corrections,Washington Navy Yard,0.8494847805280974
Maya Angelou PCS - Academy at DC Jail,Washington Navy Yard,0.8494847805280974
Camp Allen Elementary,Norfolk Naval Base (Sewells Point Naval Complex),0.8497550167463598
